SCHOOL_CODE,COUNTY,PUBPRIV,PUBLIC_SCHOOL_DISTRICT,CITY,SCHOOL_NAME,ENROLLMENT,uptodate,uptodate_percent,conditional,conditional_percent,PME,PME_percent,PBE,PBE_percent,others,others_pct,overdue,overdue_percent,DTP,DTP_percent,Polio,Polio_percent,MMR,MMR_percent,HEPB,HEPB_percent,VARI,VARI_percent,REPORTED
6028021,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,COMMONWEALTH ELEMENTARY,45,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6028039,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,FERN DRIVE ELEMENTARY,117,115,98,2,2,0,0,0,0,0,0,0,0,115,98,115,98,--*,?99%,115,98,--*,?99%,Y
6028054,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,GOLDEN HILL ELEMENTARY,86,82,95,2,2,1,1,0,0,1,1,0,0,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028062,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,HERMOSA DRIVE ELEMENTARY,47,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6028088,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,LAGUNA ROAD ELEMENTARY,95,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6113617,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,MAPLE ELEMENTARY,32,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6028112,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,ORANGETHORPE ELEMENTARY,76,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028120,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,PACIFIC DRIVE ELEMENTARY,71,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028138,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,RAYMOND ELEMENTARY,125,123,98,2,2,0,0,0,0,0,0,0,0,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6028146,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,RICHMAN ELEMENTARY,118,116,98,0,0,0,0,0,0,0,0,2,2,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
0102582,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,ROBERT C. FISLER ELEMENTARY,95,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028153,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,ROLLING HILLS ELEMENTARY,92,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028161,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,SUNSET LANE ELEMENTARY,90,75,83,3,3,12,13,0,0,0,0,0,0,83,92,--*,?98%,82,91,84,93,79,88,Y
6028179,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,VALENCIA PARK ELEMENTARY,77,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028195,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,WOODCREST ELEMENTARY,50,47,94,0,0,0,0,0,0,2,4,1,2,47,94,47,94,47,94,--*,?98%,--*,?98%,Y
6028369,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,FOUNTAIN VALLEY,ETHAN B. ALLEN ELEMENTARY,62,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028484,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,FOUNTAIN VALLEY,JAMES MONROE ELEMENTARY,87,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6085294,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,FOUNTAIN VALLEY,MAMIE L. NORTHCUTT ELEMENTARY,74,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028211,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,A. J. COOK ELEMENTARY,81,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028229,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,AGNES WARE STANLEY ELEMENTARY,53,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028252,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,BROOKHURST ELEMENTARY,59,56,95,1,2,0,0,0,0,0,0,2,3,--*,?98%,--*,?98%,57,97,--*,?98%,--*,?98%,Y
6028260,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,BRYANT ELEMENTARY,119,113,95,6,5,0,0,0,0,0,0,0,0,114,96,--*,?99%,117,98,--*,?99%,--*,?99%,Y
6028278,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,C. C. VIOLETTE ELEMENTARY,60,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028294,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,CLINTON ELEMENTARY,90,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028310,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,DWIGHT D. EISENHOWER ELEMENTARY,102,98,96,4,4,0,0,0,0,0,0,0,0,100,98,99,97,99,97,--*,?99%,99,97,Y
6028328,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,EARL WARREN ELEMENTARY,93,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028500,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,ENDERS ELEMENTARY,66,64,97,2,3,0,0,0,0,0,0,0,0,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028344,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,ERNEST O. LAWRENCE ELEMENTARY,91,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028377,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,ETHEL M. EVANS ELEMENTARY,56,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028385,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,EXCELSIOR ELEMENTARY,66,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028393,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,FAYLANE ELEMENTARY,63,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028401,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,GARDEN PARK ELEMENTARY,43,39,91,1,2,3,7,0,0,0,0,0,0,40,93,40,93,39,91,40,93,40,93,Y
6028419,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,GENEVIEVE M. CROSBY ELEMENTARY,42,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6028435,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,GILBERT ELEMENTARY,80,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028526,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,JOHN MURDY ELEMENTARY,112,110,98,2,2,0,0,0,0,0,0,0,0,110,98,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6028575,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,LINTON T. SIMMONS ELEMENTARY,56,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028583,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,LOUIS G. ZEYEN ELEMENTARY,44,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6028609,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,LOYAL BARKER ELEMENTARY,79,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028641,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,MERTON E. HILL ELEMENTARY,49,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6028658,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,MITCHELL ELEMENTARY,68,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028666,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,MORNINGSIDE ELEMENTARY,68,65,96,3,4,0,0,0,0,0,0,0,0,65,96,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028682,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,OCIA A. PETERS ELEMENTARY,172,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6028690,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,PARKVIEW ELEMENTARY,54,52,96,2,4,0,0,0,0,0,0,0,0,52,96,52,96,--*,?98%,--*,?98%,--*,?98%,Y
6028427,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,PATTON ELEMENTARY,107,101,94,6,6,0,0,0,0,0,0,0,0,103,96,103,96,104,97,104,97,--*,?99%,Y
6028724,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,RIVERDALE ELEMENTARY,67,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028765,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,STANFORD ELEMENTARY,80,76,95,2,3,0,0,0,0,0,0,2,3,77,96,--*,?98%,77,96,--*,?98%,--*,?98%,Y
6028781,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,SUNNYSIDE ELEMENTARY,80,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028807,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,THOMAS PAINE ELEMENTARY,83,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028815,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,WAKEHAM ELEMENTARY,34,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6028823,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,GARDEN GROVE,WOODBURY ELEMENTARY,72,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028336,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,SANTA ANA,EDWARD RUSSELL ELEMENTARY,83,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028443,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,SANTA ANA,HERITAGE ELEMENTARY,48,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6028674,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,SANTA ANA,NEWHOPE ELEMENTARY,80,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028716,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,SANTA ANA,R. F. HAZARD ELEMENTARY,71,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028732,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,SANTA ANA,ROSITA ELEMENTARY,88,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028518,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,WESTMINSTER,JOHN MARSHALL ELEMENTARY,57,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028542,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,WESTMINSTER,LEO CARRILLO ELEMENTARY,59,56,95,3,5,0,0,0,0,0,0,0,0,57,97,57,97,57,97,57,97,--*,?98%,Y
6028708,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,WESTMINSTER,POST ELEMENTARY,69,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028799,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,WESTMINSTER,SUSAN B. ANTHONY ELEMENTARY,54,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028831,ORANGE,PUBLIC,HUNTINGTON BEACH CITY ELEMENTARY,HUNTINGTON BEACH,AGNES L. SMITH ELEMENTARY,107,103,96,2,2,2,2,0,0,0,0,0,0,104,97,105,98,103,96,103,96,103,96,Y
6116065,ORANGE,PUBLIC,HUNTINGTON BEACH CITY ELEMENTARY,HUNTINGTON BEACH,HUNTINGTON SEACLIFF ELEMENTARY,109,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6028864,ORANGE,PUBLIC,HUNTINGTON BEACH CITY ELEMENTARY,HUNTINGTON BEACH,JOHN H. EADER ELEMENTARY,99,94,95,4,4,1,1,0,0,0,0,0,0,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028872,ORANGE,PUBLIC,HUNTINGTON BEACH CITY ELEMENTARY,HUNTINGTON BEACH,JOHN R. PETERSON ELEMENTARY,100,94,94,2,2,4,4,0,0,0,0,0,0,96,96,96,96,96,96,97,97,97,97,Y
6028880,ORANGE,PUBLIC,HUNTINGTON BEACH CITY ELEMENTARY,HUNTINGTON BEACH,JOSEPH R. PERRY ELEMENTARY,58,54,93,3,5,1,2,0,0,0,0,0,0,54,93,54,93,55,95,55,95,--*,?98%,Y
0134221,ORANGE,PUBLIC,HUNTINGTON BEACH CITY ELEMENTARY,HUNTINGTON BEACH,KINETIC ACADEMY,48,37,77,5,10,6,13,0,0,0,0,0,0,41,85,40,83,39,81,40,83,42,88,Y
6094643,ORANGE,PUBLIC,HUNTINGTON BEACH CITY ELEMENTARY,HUNTINGTON BEACH,RALPH E. HAWES ELEMENTARY,95,92,97,2,2,1,1,0,0,0,0,0,0,--*,?98%,92,97,--*,?98%,--*,?98%,--*,?98%,Y
6095111,ORANGE,PUBLIC,HUNTINGTON BEACH CITY ELEMENTARY,HUNTINGTON BEACH,S. A. MOFFETT ELEMENTARY,96,88,92,1,1,6,6,0,0,1,1,0,0,89,93,88,92,89,93,89,93,90,94,Y
6100838,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,ALDERWOOD ELEMENTARY,127,125,98,1,1,0,0,0,0,1,1,0,0,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
0133389,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,BEACON PARK,136,123,90,11,8,2,1,0,0,0,0,0,0,128,94,130,96,130,96,--*,?99%,--*,?99%,Y
6097042,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,BONITA CANYON ELEMENTARY,53,48,91,1,2,1,2,0,0,3,6,0,0,51,96,--*,?98%,50,94,--*,?98%,--*,?98%,Y
6102719,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,BRYWOOD ELEMENTARY,61,58,95,1,2,0,0,0,0,2,3,0,0,58,95,59,97,--*,?98%,--*,?98%,--*,?98%,Y
6115455,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,CANYON VIEW ELEMENTARY,91,85,93,4,4,2,2,0,0,0,0,0,0,87,96,--*,?98%,88,97,86,95,--*,?98%,Y
6089437,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,COLLEGE PARK ELEMENTARY,89,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6089429,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,CULVERDALE ELEMENTARY,68,64,94,4,6,0,0,0,0,0,0,0,0,64,94,--*,?98%,66,97,--*,?98%,--*,?98%,Y
0129155,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,CYPRESS VILLAGE ELEMENTARY,178,172,97,1,1,1,1,0,0,0,0,4,2,174,98,175,98,--*,?99%,174,98,--*,?99%,Y
6096184,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,DEERFIELD ELEMENTARY,117,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6100317,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,EASTSHORE ELEMENTARY,75,69,92,2,3,4,5,0,0,0,0,0,0,70,93,70,93,70,93,--*,?98%,--*,?98%,Y
6089445,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,GREENTREE ELEMENTARY,51,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6106850,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,MEADOW PARK ELEMENTARY,63,56,89,1,2,0,0,0,0,2,3,4,6,57,90,58,92,60,95,--*,?98%,61,97,Y
6100861,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,NORTHWOOD ELEMENTARY,61,59,97,0,0,1,2,0,0,0,0,1,2,59,97,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6120141,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,OAK CREEK ELEMENTARY,147,141,96,5,3,0,0,0,0,1,1,0,0,--*,?99%,--*,?99%,143,97,--*,?99%,--*,?99%,Y
6115786,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,PLAZA VISTA,116,113,97,3,3,0,0,0,0,0,0,0,0,--*,?99%,--*,?99%,--*,?99%,114,98,--*,?99%,Y
0129296,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,PORTOLA SPRINGS ELEMENTARY,169,143,85,25,15,1,1,0,0,0,0,0,0,157,93,156,92,157,93,--*,?99%,--*,?99%,Y
6098529,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,SANTIAGO HILLS ELEMENTARY,104,96,92,3,3,4,4,0,0,0,0,1,1,99,95,100,96,99,95,100,96,101,97,Y
6107502,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,SPRINGBROOK ELEMENTARY,113,105,93,0,0,2,2,0,0,1,1,5,4,109,96,111,98,110,97,--*,?99%,--*,?99%,Y
6096200,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,STONE CREEK ELEMENTARY,59,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6096192,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,STONEGATE ELEMENTARY,124,120,97,0,0,4,3,0,0,0,0,0,0,120,97,121,98,120,97,121,98,121,98,Y
6068647,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,TURTLE ROCK ELEMENTARY,116,110,95,5,4,1,1,0,0,0,0,0,0,112,97,114,98,112,97,--*,?99%,--*,?99%,Y
6030191,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,UNIVERSITY PARK ELEMENTARY,109,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6094718,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,VISTA VERDE,90,85,94,3,3,2,2,0,0,0,0,0,0,87,97,--*,?98%,87,97,86,96,--*,?98%,Y
6108799,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,WESTPARK ELEMENTARY,150,144,96,4,3,1,1,0,0,0,0,1,1,--*,?99%,147,98,--*,?99%,--*,?99%,--*,?99%,Y
6085344,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,WOODBURY ELEMENTARY,158,154,97,4,3,0,0,0,0,0,0,0,0,155,98,--*,?99%,155,98,--*,?99%,--*,?99%,Y
0135137,ORANGE,PUBLIC,IRVINE UNIFIED,Irvine,Eastwood Elementary,90,87,97,3,3,0,0,0,0,0,0,0,0,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6028930,ORANGE,PUBLIC,LA HABRA CITY ELEMENTARY,LA HABRA,ARBOLITA ELEMENTARY,170,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6028948,ORANGE,PUBLIC,LA HABRA CITY ELEMENTARY,LA HABRA,EL CERRITO ELEMENTARY,171,168,98,0,0,0,0,0,0,1,1,2,1,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6028963,ORANGE,PUBLIC,LA HABRA CITY ELEMENTARY,LA HABRA,LADERA PALMA ELEMENTARY,187,179,96,5,3,0,0,0,0,1,1,2,1,183,98,183,98,182,97,--*,?99%,--*,?99%,Y
6028971,ORANGE,PUBLIC,LA HABRA CITY ELEMENTARY,LA HABRA,LAS LOMAS ELEMENTARY,135,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6028906,ORANGE,PUBLIC,LAGUNA BEACH UNIFIED,LAGUNA BEACH,EL MORRO ELEMENTARY,71,64,90,3,4,4,6,0,0,0,0,0,0,66,93,66,93,67,94,67,94,68,96,Y
6028922,ORANGE,PUBLIC,LAGUNA BEACH UNIFIED,LAGUNA BEACH,TOP OF THE WORLD ELEMENTARY,77,73,95,2,3,2,3,0,0,0,0,0,0,73,95,73,95,73,95,73,95,74,96,Y
6029045,ORANGE,PUBLIC,LOS ALAMITOS UNIFIED,LOS ALAMITOS,FRANCIS HOPKINSON ELEMENTARY,144,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6029052,ORANGE,PUBLIC,LOS ALAMITOS UNIFIED,LOS ALAMITOS,JACK L. WEAVER ELEMENTARY,101,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6029060,ORANGE,PUBLIC,LOS ALAMITOS UNIFIED,LOS ALAMITOS,LOS ALAMITOS ELEMENTARY,140,135,96,3,2,2,1,0,0,0,0,0,0,135,96,136,97,--*,?99%,136,97,--*,?99%,Y
6029078,ORANGE,PUBLIC,LOS ALAMITOS UNIFIED,LOS ALAMITOS,RICHARD HENRY LEE ELEMENTARY,122,120,98,2,2,0,0,0,0,0,0,0,0,120,98,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6029086,ORANGE,PUBLIC,LOS ALAMITOS UNIFIED,LOS ALAMITOS,ROSSMOOR ELEMENTARY,108,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6030514,ORANGE,PUBLIC,LOS ALAMITOS UNIFIED,SEAL BEACH,J. H. MCGAUGH ELEMENTARY,161,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6029110,ORANGE,PUBLIC,MAGNOLIA ELEMENTARY,ANAHEIM,DR. ALBERT SCHWEITZER,107,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6029177,ORANGE,PUBLIC,MAGNOLIA ELEMENTARY,ANAHEIM,DR. PETER MARSHALL,119,114,96,2,2,3,3,0,0,0,0,0,0,117,98,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
